title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,year,month,day
Make 10: A Journey of Numbers,DS,Puzzle,Nintendo,7,0.07,0.0,0.07,0.0,0.0,2008-09-26,2008,9,26
Risen 3: Titan Lords Enhanced Edition,PS4,Role-Playing,Deep Silver,1,0.07,0.0,0.0,0.06,0.01,2015-08-21,2015,8,21
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,Role-Playing,Gust,7,0.07,0.0,0.07,0.0,0.0,2002-06-27,2002,6,27
Mugen Souls Z,PS3,Role-Playing,NIS America,7,0.07,0.02,0.04,0.01,0.01,2014-05-20,2014,5,20
Lost Heroes,PSP,Role-Playing,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2012-09-06,2012,9,6
Summon Night 4,PSP,Role-Playing,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2012-11-15,2012,11,15
Tales of Rebirth,PSP,Role-Playing,Namco Bandai,7,0.07,0.0,0.07,0.0,0.0,2008-03-19,2008,3,19
Tecmo's Deception,PS,Role-Playing,Tecmo,7,0.07,0.04,0.0,0.03,0.0,1996-07-25,1996,7,25
Ghost in the Shell: Stand Alone Complex,PSP,Role-Playing,Bandai,5,0.07,0.06,0.0,0.0,0.01,2005-10-26,2005,10,26
Neverland Card Battles,PSP,Role-Playing,Yuke's,7,0.07,0.05,0.0,0.0,0.02,2008-10-27,2008,10,27
Genkai Tokki: Moero Crystal,PSV,Role-Playing,Compile Heart,9,0.07,0.0,0.07,0.0,0.0,2015-09-25,2015,9,25
Digimon World Championship,DS,Role-Playing,Namco Bandai,7,0.07,0.0,0.07,0.0,0.0,2008-08-26,2008,8,26
Colosseum: Road to Freedom,PS2,Role-Playing,KOEI,7,0.07,0.03,0.0,0.03,0.01,2005-07-20,2005,7,20
Dragon Slayer: Eiyuu Densetsu,SNES,Role-Playing,Epoch,8,0.07,0.0,0.07,0.0,0.0,1992-02-14,1992,2,14
Dragon Slayer: The Legend of Heroes,SNES,Role-Playing,Epoch,8,0.07,0.0,0.07,0.0,0.0,1992-02-14,1992,2,14
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,Role-Playing,Namco Bandai,7,0.07,0.0,0.07,0.0,0.0,2010-03-04,2010,3,4
NAtURAL DOCtRINE,PSV,Role-Playing,NIS America,9,0.07,0.02,0.03,0.01,0.01,2014-09-30,2014,9,30
Ken to Mahou to Gakuen Mono. 3,PS3,Role-Playing,Acquire,7,0.07,0.0,0.07,0.0,0.0,2010-10-07,2010,10,7
Fable: The Lost Chapters,PC,Role-Playing,Microsoft Game Studios,8,0.07,0.01,0.0,0.05,0.01,2005-09-20,2005,9,20
Dragon Valor,PS,Role-Playing,Namco,6,0.07,0.04,0.0,0.03,0.0,2000-10-16,2000,10,16
Eiyuu Densetsu: Zero no Kiseki: Evolution,PSV,Role-Playing,Falcom Corporation,9,0.07,0.0,0.07,0.0,0.0,2012-10-18,2012,10,18
Disgaea 1 Complete,PS4,Role-Playing,NIS America,8,0.07,0.04,0.01,0.0,0.01,2018-10-09,2018,10,9
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,Role-Playing,Tecmo Koei,9,0.07,0.0,0.07,0.0,0.0,2016-06-07,2016,6,7
Zettai Onkan Otoda Master,DS,Role-Playing,Hudson Soft,7,0.07,0.0,0.07,0.0,0.0,2007-08-02,2007,8,2
Dragoneer's Aria,PSP,Role-Playing,NIS America,5,0.07,0.02,0.05,0.0,0.0,2007-08-21,2007,8,21
Dragon's Crown Pro,PS4,Role-Playing,Atlus,8,0.07,0.0,0.03,0.03,0.0,2018-05-15,2018,5,15
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,Role-Playing,Takara Tomy,7,0.07,0.0,0.07,0.0,0.0,2008-05-01,2008,5,1
Heroes Phantasia,PSP,Role-Playing,Namco Bandai,7,0.07,0.0,0.07,0.0,0.0,2012-01-19,2012,1,19
I am Setsuna,PSV,Role-Playing,Square Enix,7,0.07,0.0,0.07,0.0,0.0,2016-02-18,2016,2,18
Doraemon: Nobita no Shin Makai Daibouken DS,DS,Role-Playing,Sega,7,0.07,0.0,0.07,0.0,0.0,2007-03-08,2007,3,8
The Guided Fate Paradox,PS3,Role-Playing,NIS America,7,0.07,0.0,0.06,0.0,0.0,2013-11-05,2013,11,5
Bleach: Hanatareshi Yabou,PS2,Role-Playing,Sony Computer Entertainment,7,0.07,0.0,0.07,0.0,0.0,2006-02-16,2006,2,16
Fallout: Brotherhood of Steel,PS2,Role-Playing,Interplay,7,0.07,0.03,0.0,0.03,0.01,2004-01-14,2004,1,14
RPG Maker: Fes,3DS,Role-Playing,NIS America,7,0.07,0.03,0.02,0.0,0.0,2017-06-27,2017,6,27
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,Action,Kadokawa Shoten,7,0.07,0.0,0.07,0.0,0.0,2007-05-24,2007,5,24
Deep Labyrinth,DS,Action,Atlus,7,0.07,0.06,0.0,0.0,0.0,2006-08-15,2006,8,15
Samurai Warriors 4: Empires,PSV,Action,Tecmo Koei,9,0.07,0.0,0.07,0.0,0.0,2016-03-15,2016,3,15
Daniel X: The Ultimate Power,DS,Action,THQ,7,0.07,0.06,0.0,0.0,0.0,2010-01-12,2010,1,12
Batman: Rise of Sin Tzu,GBA,Action,Ubisoft,5,0.07,0.05,0.0,0.02,0.0,2003-10-27,2003,10,27
X-Men: The Official Game,GBA,Action,Activision,4,0.07,0.05,0.0,0.02,0.0,2006-05-16,2006,5,16
Generator Rex: Agent of Providence,DS,Action,Activision,7,0.07,0.05,0.0,0.01,0.01,2011-11-01,2011,11,1
The Powerpuff Girls: Relish Rampage,GC,Action,BAM! Entertainment,3,0.07,0.05,0.0,0.01,0.0,2003-12-15,2003,12,15
Ninja Warriors,SNES,Action,Taito,8,0.07,0.0,0.07,0.0,0.0,1994-01-01,1994,1,1
Legend of Kay Anniversary,PS4,Action,Nordic Games,6,0.07,0.0,0.0,0.06,0.01,2015-07-28,2015,7,28
Alex Rider: Stormbreaker,DS,Action,THQ,4,0.07,0.06,0.0,0.0,0.0,2006-10-02,2006,10,2
Port Royale 3,X360,Simulation,Kalypso Media,8,0.07,0.06,0.0,0.0,0.01,2012-10-02,2012,10,2
Secret Service: Ultimate Sacrifice,PS2,Action,Activision,7,0.07,0.03,0.0,0.03,0.01,2008-11-04,2008,11,4
Spawn: Armageddon,GC,Action,Namco,7,0.07,0.05,0.0,0.01,0.0,2003-11-21,2003,11,21
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,Action,505 Games,7,0.07,0.0,0.07,0.0,0.0,2008-04-22,2008,4,22
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,Action,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2014-10-02,2014,10,2
Dream C Club,X360,Simulation,D3 Publisher,8,0.07,0.0,0.07,0.0,0.0,2009-08-27,2009,8,27
Pizza Delivery Boy,Wii,Simulation,Majesco,7,0.07,0.06,0.0,0.0,0.0,2010-03-23,2010,3,23
SimCity 4: Deluxe Edition,PC,Simulation,Electronic Arts,8,0.07,0.0,0.0,0.06,0.01,2003-09-22,2003,9,22
Strike Point,PS,Simulation,American Technos,7,0.07,0.04,0.0,0.03,0.0,1996-09-01,1996,9,1
Hyperdimension Neptunia Re;Birth 3: V Generation,PSV,Role-Playing,Idea Factory International,9,0.07,0.0,0.07,0.0,0.0,2015-06-30,2015,6,30
The Elder Scrolls IV: Shivering Isles,PS3,Role-Playing,Bethesda Softworks,8,0.07,0.07,0.0,0.0,0.01,2007-12-08,2007,12,8
The Caligula Effect,PSV,Role-Playing,Atlus,9,0.07,0.0,0.07,0.0,0.0,2017-05-02,2017,5,2
Record of Agarest War,PS3,Role-Playing,Ghostlight,7,0.07,0.0,0.03,0.03,0.01,2009-10-30,2009,10,30
Summon Night,DS,Role-Playing,Banpresto,7,0.07,0.0,0.07,0.0,0.0,2008-04-24,2008,4,24
Seiken Densetsu Collection,NS,Role-Playing,Square Enix,8,0.07,0.0,0.07,0.0,0.0,2017-06-01,2017,6,1
Worms Forts: Under Siege,XB,Strategy,Sega,6,0.07,0.05,0.0,0.01,0.0,2005-03-15,2005,3,15
Divinity II: Ego Draconis,PC,Role-Playing,CDV Software Entertainment,6,0.07,0.01,0.0,0.05,0.01,2010-01-05,2010,1,5
Torchlight,PC,Role-Playing,Perfect World Entertainment,8,0.07,0.0,0.0,0.06,0.01,2009-10-27,2009,10,27
Kenyuu Densetsu Yaiba,SNES,Role-Playing,Banpresto,8,0.07,0.0,0.07,0.0,0.0,1994-03-25,1994,3,25
The Legend of Heroes: Trails in the Sky the 3rd,PSP,Role-Playing,Falcom Corporation,8,0.07,0.0,0.07,0.0,0.0,2008-07-24,2008,7,24
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Role-Playing,Falcom Corporation,7,0.07,0.0,0.07,0.0,0.0,2008-07-24,2008,7,24
Ragnarok: Hikari to Yami no Koujo,PSP,Role-Playing,GungHo,7,0.07,0.02,0.05,0.0,0.01,2012-11-06,2012,11,6
Full Spectrum Warrior: Ten Hammers,PS2,Strategy,THQ,5,0.07,0.03,0.0,0.02,0.01,2006-03-28,2006,3,28
Command & Conquer 3: Tiberium Wars,PC,Strategy,Electronic Arts,7,0.07,0.0,0.0,0.06,0.01,2007-03-26,2007,3,26
Transformer: Rise of the Dark Spark,3DS,Strategy,Activision,7,0.07,0.05,0.0,0.02,0.01,2014-06-24,2014,6,24
Vanguard Bandits,PS,Strategy,Working Designs,6,0.07,0.04,0.0,0.03,0.0,2000-04-29,2000,4,29
Battlezone: Rise of the Black Dogs,N64,Strategy,Crave Entertainment,7,0.07,0.06,0.0,0.01,0.0,2000-03-30,2000,3,30
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,Strategy,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2013-08-22,2013,8,22
Army Men: RTS,GC,Strategy,Global Star Software,6,0.07,0.05,0.0,0.01,0.0,2004-11-02,2004,11,2
Future Tactics: The Uprising,PS2,Strategy,Crave Entertainment,6,0.07,0.03,0.0,0.03,0.01,2004-05-10,2004,5,10
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,Strategy,Tecmo Koei,7,0.07,0.0,0.07,0.0,0.0,2011-05-26,2011,5,26
Worms 3D,GC,Strategy,Acclaim Entertainment,7,0.07,0.05,0.0,0.01,0.0,2004-03-11,2004,3,11
MotorStorm RC,PSV,Racing,Sony Computer Entertainment,8,0.07,0.0,0.0,0.05,0.01,2012-03-06,2012,3,6
Operation Darkness,X360,Role-Playing,Atlus,8,0.07,0.07,0.0,0.0,0.01,2008-06-24,2008,6,24
Criminal Girls: Invite Only,PSV,Role-Playing,NIS America,9,0.07,0.01,0.04,0.01,0.01,2015-02-03,2015,2,3
Wizardry: Llylgamyn Saga,PS,Role-Playing,Locus,7,0.07,0.0,0.07,0.0,0.0,1998-02-26,1998,2,26
God Wars: Future Past,PS4,Role-Playing,NIS America,8,0.07,0.03,0.02,0.01,0.01,2017-06-20,2017,6,20
Magic Pengel: The Quest for Color,PS2,Role-Playing,Agetec,7,0.07,0.04,0.0,0.03,0.01,2003-06-26,2003,6,26
The Witch and the Hundred Knight 2,PS4,Role-Playing,NIS America,8,0.07,0.03,0.03,0.0,0.01,2018-03-27,2018,3,27
I am Setsuna,PS4,Role-Playing,Square Enix,7,0.07,0.0,0.07,0.0,0.0,2016-10-01,2016,10,1
WRC 7,PS4,Racing,Bigben Interactive,8,0.07,0.06,0.0,0.0,0.01,2017-10-03,2017,10,3
Roogoo Attack!,DS,Puzzle,SouthPeak Interactive,7,0.07,0.07,0.0,0.0,0.01,2009-06-30,2009,6,30
Overlord: Minions,DS,Puzzle,Codemasters,7,0.07,0.07,0.0,0.0,0.01,2009-06-23,2009,6,23
Roll Away,PS,Puzzle,Psygnosis,7,0.07,0.04,0.0,0.03,0.0,1998-11-30,1998,11,30
Gambler Densetsu Tetsuya,PS2,Adventure,Athena,7,0.07,0.0,0.07,0.0,0.0,2001-06-21,2001,6,21
"Flower, Sun, and Rain",DS,Adventure,Marvelous Interactive,5,0.07,0.06,0.0,0.0,0.01,2009-06-15,2009,6,15
Lost in Blue 2,DS,Adventure,Konami,7,0.07,0.01,0.05,0.01,0.0,2007-03-20,2007,3,20
Obscure,PS2,Adventure,DreamCatcher Interactive,6,0.07,0.03,0.0,0.03,0.01,2005-04-06,2005,4,6
Sherlock Holmes: Crimes & Punishments,PS3,Adventure,Focus Home Interactive,7,0.07,0.03,0.0,0.03,0.01,2014-09-30,2014,9,30
Hello Neighbor: Hide & Seek,NS,Adventure,Gearbox Software,8,0.07,0.06,0.0,0.0,0.01,2018-12-07,2018,12,7
Hello Neighbor: Hide & Seek,PS4,Adventure,Gearbox Software,8,0.07,0.05,0.0,0.0,0.01,2018-12-07,2018,12,7
Hello Neighbor: Hide & Seek,XOne,Adventure,Gearbox Software,8,0.07,0.06,0.0,0.0,0.01,2018-12-07,2018,12,7
Classic NES Series: Metroid,GBA,Adventure,Nintendo,5,0.07,0.0,0.07,0.0,0.0,2004-10-25,2004,10,25
Shadowgate 64: Trials of the Four Towers,N64,Adventure,Kemco,5,0.07,0.06,0.0,0.01,0.0,1999-05-31,1999,5,31
Freddi Fish: Kelp Seed Mystery,Wii,Adventure,Majesco,7,0.07,0.06,0.0,0.0,0.0,2008-08-29,2008,8,29
Minecraft: Story Mode,WiiU,Adventure,Mojang,8,0.07,0.04,0.0,0.03,0.01,2016-12-13,2016,12,13
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,Adventure,Aria,7,0.07,0.0,0.07,0.0,0.0,2006-12-07,2006,12,7
Crime Lab: Body of Evidence,DS,Adventure,City Interactive,7,0.07,0.05,0.0,0.01,0.0,2010-10-05,2010,10,5
Miracle Girls Festival,PSV,Music,Sega,9,0.07,0.0,0.07,0.0,0.0,2015-12-17,2015,12,17
Hikaru no Go: Heian Gensou Ibunroku,PS,Adventure,Konami,7,0.07,0.0,0.06,0.0,0.0,2002-05-30,2002,5,30
Lifeline,PS2,Adventure,Konami,7,0.07,0.03,0.0,0.03,0.01,2004-03-02,2004,3,2
Jake Power: Handyman,DS,Adventure,Ubisoft,7,0.07,0.06,0.0,0.0,0.01,2009-03-11,2009,3,11
Hakuouki: Junsouroku,PS3,Adventure,Aksys Games,7,0.07,0.03,0.03,0.0,0.01,2014-05-06,2014,5,6
Ecco: The Tides of Time,GEN,Adventure,Sega,8,0.07,0.0,0.07,0.0,0.0,1994-08-25,1994,8,25
12-Sai. Honto no Kimochi,3DS,Adventure,Happinet,7,0.07,0.0,0.07,0.0,0.0,2014-12-18,2014,12,18
Just Dance: Disney Party 2,X360,Music,Ubisoft,8,0.07,0.06,0.0,0.01,0.01,2015-10-20,2015,10,20
Home Sweet Home (2017),PS4,Adventure,Mastiff,8,0.07,0.05,0.0,0.0,0.01,2018-10-16,2018,10,16
Broken Sword 5: The Serpent's Curse,PS4,Adventure,Unbalance,8,0.07,0.0,0.0,0.06,0.01,2019-04-26,2019,4,26
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,Adventure,Alchemist,7,0.07,0.0,0.07,0.0,0.0,2007-12-20,2007,12,20
Suzumiya Haruhi no Gekidou,Wii,Adventure,Kadokawa Shoten,7,0.07,0.0,0.07,0.0,0.0,2009-01-22,2009,1,22
Steins;Gate 0,PS4,Adventure,PQube,8,0.07,0.0,0.07,0.0,0.0,2016-11-29,2016,11,29
Batman: A Telltale Game Series,X360,Adventure,Telltale Games,8,0.07,0.02,0.0,0.05,0.01,2016-09-13,2016,9,13
Harukanaru Toki no Naka de 4,PS2,Adventure,KOEI,7,0.07,0.0,0.07,0.0,0.0,2008-06-19,2008,6,19
GunParade Orchestra: Shiro no Shou,PS2,Adventure,Sony Computer Entertainment,7,0.07,0.0,0.07,0.0,0.0,2006-01-12,2006,1,12
Let's Ride! Dreamer,GBA,Adventure,THQ,6,0.07,0.05,0.0,0.02,0.0,2006-03-10,2006,3,10
Chronicles of Mystery: The Secret Tree of Life,DS,Adventure,City Interactive,7,0.07,0.03,0.0,0.04,0.01,2011-02-15,2011,2,15
Hakuouki DS,DS,Adventure,Idea Factory,7,0.07,0.0,0.07,0.0,0.0,2010-03-18,2010,3,18
Again,DS,Adventure,KOEI,6,0.07,0.07,0.0,0.0,0.01,2010-03-30,2010,3,30
Galerians: Ash,PS2,Adventure,Sammy Corporation,7,0.07,0.03,0.0,0.03,0.01,2003-02-03,2003,2,3
The Book of Unwritten Tales 2,PS4,Adventure,Nordic Games,8,0.07,0.0,0.0,0.06,0.01,2015-09-18,2015,9,18
The Walking Dead: A Telltale Series Collection,PS4,Adventure,Warner Bros. Interactive Entertainment,8,0.07,0.06,0.0,0.0,0.01,2017-12-05,2017,12,5
Zumba Fitness Core,Wii,Music,Majesco Entertainment,7,0.07,0.0,0.0,0.06,0.0,2012-10-16,2012,10,16
The Voice,PS3,Music,Activision,7,0.07,0.06,0.0,0.0,0.01,2014-10-21,2014,10,21
Vampire Knight DS,DS,Adventure,D3 Publisher,7,0.07,0.0,0.07,0.0,0.0,2009-01-29,2009,1,29
Vampire Legends: Power of Three,DS,Adventure,THQ,7,0.07,0.07,0.0,0.0,0.01,2010-06-29,2010,6,29
Second Sight,XB,Adventure,Codemasters,7,0.07,0.05,0.0,0.02,0.0,2004-09-21,2004,9,21
NOëL: La Neige,PS,Adventure,Pioneer LDC,7,0.07,0.0,0.07,0.0,0.0,1998-02-26,1998,2,26
Just Dance 2019,X360,Music,Ubisoft,8,0.07,0.05,0.0,0.01,0.01,2018-10-23,2018,10,23
Just Dance 2018,PS3,Music,Ubisoft,8,0.07,0.02,0.0,0.03,0.01,2017-10-24,2017,10,24
Tomb Raider: Legend,DS,Adventure,Eidos Interactive,6,0.07,0.04,0.0,0.02,0.01,2006-11-14,2006,11,14
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,Adventure,Alchemist,7,0.07,0.0,0.07,0.0,0.0,2008-06-26,2008,6,26
Subnautica,XOne,Adventure,Gearbox Software,8,0.07,0.06,0.0,0.0,0.01,2018-12-04,2018,12,4
Hakuouki: Yuugi Roku,PSP,Adventure,Idea Factory,7,0.07,0.0,0.07,0.0,0.0,2010-05-13,2010,5,13
Agatha Christie: And Then There Were None,Wii,Adventure,The Adventure Company,7,0.07,0.06,0.0,0.01,0.01,2008-02-25,2008,2,25
Myst,PS,Adventure,Psygnosis,8,0.07,0.0,0.07,0.0,0.0,1996-09-30,1996,9,30
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,Adventure,Sony Computer Entertainment,7,0.07,0.0,0.07,0.0,0.0,2010-06-24,2010,6,24
Animal Kingdom: Wildlife Expedition,Wii,Adventure,Natsume,7,0.07,0.07,0.0,0.0,0.01,2009-09-22,2009,9,22
Real Sound: Kaze no Riguretto,SAT,Adventure,Warp,8,0.07,0.0,0.07,0.0,0.0,1997-07-18,1997,7,18
Batman: A Telltale Game Series,XOne,Adventure,Telltale Games,8,0.07,0.06,0.0,0.01,0.01,2016-09-13,2016,9,13
Still Life,XB,Adventure,The Adventure Company,6,0.07,0.05,0.0,0.02,0.0,2005-06-06,2005,6,6
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,Adventure,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2014-09-25,2014,9,25
Beyond Good & Evil,GC,Adventure,Ubisoft,8,0.07,0.06,0.0,0.01,0.0,2003-12-11,2003,12,11
CSI: Dark Motives,DS,Adventure,Ubisoft,7,0.07,0.05,0.0,0.01,0.01,2007-11-20,2007,11,20
Lupin Sansei: Shijou Saidai no Zunousen,DS,Adventure,Namco Bandai,7,0.07,0.0,0.07,0.0,0.0,2010-02-11,2010,2,11
Chaos;Child,PSV,Visual Novel,PQube,9,0.07,0.0,0.07,0.0,0.0,2017-10-24,2017,10,24
The Silver Case,PS4,Visual Novel,NIS America,8,0.07,0.05,0.01,0.0,0.01,2017-04-18,2017,4,18
I Don't Have Many Friends Portable,PSP,Visual Novel,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2012-02-23,2012,2,23
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,Visual Novel,Konami Digital Entertainment,7,0.07,0.0,0.07,0.0,0.0,2012-03-15,2012,3,15
Lucian Bee's: Justice Yellow / Evil Violet,PS2,Visual Novel,5pb,7,0.07,0.0,0.07,0.0,0.0,2010-05-20,2010,5,20
Tokyo Twilight Ghost Hunters,PS3,Visual Novel,Aksys Games,7,0.07,0.03,0.02,0.0,0.01,2015-03-10,2015,3,10
Fairy Tail: Zelef Kakusei,PSP,Fighting,Konami,7,0.07,0.0,0.07,0.0,0.0,2012-03-22,2012,3,22
Tom and Jerry in War of the Whiskers,GC,Fighting,NewKidCo,7,0.07,0.05,0.0,0.01,0.0,2003-01-04,2003,1,4
Street Fighter V,PC,Fighting,Capcom,8,0.07,0.0,0.0,0.06,0.0,2016-02-16,2016,2,16
BlazBlue: Cross Tag Battle,NS,Fighting,Arc System Works,8,0.07,0.04,0.01,0.01,0.01,2018-06-05,2018,6,5
McFarlane's Evil Prophecy,PS2,Action,Konami,7,0.07,0.03,0.0,0.03,0.01,2004-06-15,2004,6,15
Legends of Wrestling II,GBA,Fighting,Acclaim Entertainment,6,0.07,0.05,0.0,0.02,0.0,2002-11-25,2002,11,25
Fatal Fury: Battle Archives Volume 2,PS2,Fighting,SNK Playmore,7,0.07,0.03,0.0,0.03,0.01,2008-04-08,2008,4,8
Super Robot Spirits,N64,Fighting,Banpresto,9,0.07,0.0,0.04,0.0,0.03,1998-07-17,1998,7,17
Teenage Mutant Ninja Turtles: Tournament Fighters,NES,Fighting,Konami,7,0.07,0.04,0.02,0.01,0.0,1994-02-01,1994,2,1
Cartoon Network: Punch Time Explosion XL,PS3,Fighting,Crave Entertainment,7,0.07,0.06,0.0,0.0,0.01,2011-11-08,2011,11,8
Street Fighter 30th Anniversary Collection,XOne,Fighting,Capcom,8,0.07,0.05,0.0,0.01,0.01,2018-05-29,2018,5,29
Dragon Ball Z: Battle of Z,X360,Fighting,Namco Bandai Games,8,0.07,0.01,0.0,0.05,0.0,2014-01-28,2014,1,28
Ultimate Marvel vs. Capcom 3,X360,Fighting,Capcom,8,0.07,0.0,0.04,0.03,0.0,2011-11-15,2011,11,15
Naruto Shippuuden: Gekitou Ninja Taisen! EX 3,Wii,Fighting,Takara Tomy,7,0.07,0.0,0.07,0.0,0.0,2008-11-27,2008,11,27
Boxing,PS,Fighting,Agetec,5,0.07,0.04,0.0,0.03,0.0,2001-05-14,2001,5,14
My Fun Facts Coach,DS,Misc,Ubisoft,7,0.07,0.07,0.0,0.0,0.01,2008-12-02,2008,12,2
The Idolm@ster: Live for You!,X360,Misc,Namco Bandai,8,0.07,0.0,0.07,0.0,0.0,2008-02-28,2008,2,28
Learn Geography,DS,Misc,DreamCatcher Interactive,7,0.07,0.07,0.0,0.0,0.01,2009-12-27,2009,12,27
J Legend Retsuden,3DS,Misc,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2013-11-07,2013,11,7
Pong / Asteroids / Yars' Revenge,GBA,Misc,DSI Games,6,0.07,0.05,0.0,0.02,0.0,2005-08-21,2005,8,21
Rock Band Country Track Pack 2,PS3,Misc,MTV Games,7,0.07,0.07,0.0,0.0,0.01,2011-02-01,2011,2,1
Parlor! Mini 2,SNES,Misc,Nippon Telenet,8,0.07,0.0,0.07,0.0,0.0,1996-06-28,1996,6,28
Moxie Girlz,DS,Misc,GameMill,7,0.07,0.07,0.0,0.0,0.01,2011-10-11,2011,10,11
Magi: The Labyrinth of Beginning,3DS,Misc,Namco Bandai Games,7,0.07,0.0,0.07,0.0,0.0,2013-02-21,2013,2,21
Rock Band Track Pack: Classic Rock,X360,Misc,MTV Games,8,0.07,0.07,0.0,0.0,0.01,2009-05-19,2009,5,19
Midway Arcade Treasures 3,GC,Misc,Midway Games,6,0.07,0.05,0.0,0.01,0.0,2005-10-26,2005,10,26
Ultimate Board Game Collection,PSP,Misc,Valcon Games,7,0.07,0.06,0.0,0.0,0.01,2007-05-01,2007,5,1
Mahjong Fight Club DS: Wi-Fi Taiou,DS,Misc,Konami,7,0.07,0.0,0.07,0.0,0.0,2006-12-07,2006,12,7
Emily the Strange: Strangerous,DS,Action,Conspiracy Entertainment,7,0.07,0.04,0.0,0.03,0.01,2011-05-24,2011,5,24
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,Action,Nippon Columbia,7,0.07,0.0,0.07,0.0,0.0,2014-07-17,2014,7,17
Kung Fu Panda: Legendary Warriors,Wii,Action,Activision,7,0.07,0.07,0.0,0.0,0.01,2008-11-05,2008,11,5
The Croods: Prehistoric Party!,Wii,Action,D3Publisher,7,0.07,0.01,0.0,0.06,0.0,2013-03-19,2013,3,19
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,Action,Konami,7,0.07,0.0,0.07,0.0,0.0,2011-12-22,2011,12,22
Legend of the Guardians: The Owls of Ga'Hoole,X360,Action,Warner Bros. Interactive,8,0.07,0.06,0.0,0.01,0.01,2010-09-14,2010,9,14
Resident Evil 5,PS4,Action,Capcom,8,0.07,0.05,0.01,0.0,0.01,2016-07-12,2016,7,12
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,Fighting,Takara Tomy,7,0.06,0.0,0.06,0.0,0.0,2007-06-28,2007,6,28
Flipnic: Ultimate Pinball,PS2,Misc,Capcom,7,0.06,0.03,0.0,0.02,0.01,2005-07-13,2005,7,13
Eigo de Tabisuru: Little Charo,DS,Misc,Nintendo,7,0.06,0.0,0.06,0.0,0.0,2011-01-20,2011,1,20
Virtual Chess 64,N64,Misc,Titus,9,0.06,0.05,0.0,0.01,0.0,1998-06-10,1998,6,10
Smile PreCure! Let's Go! Marchen World,3DS,Misc,Namco Bandai Games,7,0.06,0.0,0.06,0.0,0.0,2012-08-02,2012,8,2
I Love Beauty: Hollywood Makeover,DS,Misc,City Interactive,7,0.06,0.06,0.0,0.0,0.0,2009-05-20,2009,5,20
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,Misc,Rocket Company,7,0.06,0.0,0.06,0.0,0.0,2009-04-09,2009,4,9
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,Misc,TDK Core,7,0.06,0.0,0.06,0.0,0.0,2006-07-20,2006,7,20
Create,PC,Misc,Electronic Arts,6,0.06,0.04,0.0,0.01,0.0,2010-11-16,2010,11,16
Hasbro Family Fun Pack Conquest Edition,XOne,Misc,Ubisoft,8,0.06,0.05,0.0,0.0,0.01,2016-11-15,2016,11,15
World Series of Poker 2008: Battle for the Bracelets,DS,Misc,Activision,7,0.06,0.05,0.0,0.0,0.0,2007-11-06,2007,11,6
Smart Boy's Toys Club,DS,Misc,UFO Interactive,7,0.06,0.06,0.0,0.0,0.0,2008-10-15,2008,10,15
Cold Stone Creamery: Scoop It Up,Wii,Misc,Zoo Games,7,0.06,0.06,0.0,0.0,0.0,2009-12-22,2009,12,22
Melty Blood: Actress Again,PS2,Fighting,Ecole,7,0.06,0.0,0.06,0.0,0.0,2009-08-20,2009,8,20
Kamen Rider: Super Climax Heroes,PSP,Fighting,Namco Bandai Games,7,0.06,0.0,0.06,0.0,0.0,2012-11-29,2012,11,29
All Kamen Rider: Rider Generation 2,PSP,Fighting,Namco Bandai Games,7,0.06,0.0,0.06,0.0,0.0,2012-08-02,2012,8,2
